plot	feature	tissue	feature_ID	non_redundant_feature_ID	platform	training_q	female_1w	female_2w	female_4w	female_8w	male_1w	male_2w	male_4w	male_8w		
	METAB;WAT-SC;metab-u-lrppos:PI(38:4)>PI(18:0_20:4)_feature2	WAT-SC	PI(38:4)>PI(18:0_20:4)_feature2	metab-u-lrppos:PI(38:4)>PI(18:0_20:4)_feature2	metab-u-lrppos	1.00E-02	-1.63406	-1.72473	-0.35925	-4.72584	1.1302	1.96762	1.65108	0.22562		
	METAB;PLASMA;PI(38:4)>PI(18:0_20:4)_feature3	PLASMA	PI(38:4)>PI(18:0_20:4)_feature3	NA	metab-u-lrpneg	9.80E-05	3.69399	2.5298	0.17041	0.04535	2.33906	1.94526	-0.68136	-2.74361		
	METAB;LIVER;metab-u-lrppos:PI(38:5)>PI(18:1_20:4)_feature1	LIVER	PI(38:5)>PI(18:1_20:4)_feature1	metab-u-lrppos:PI(38:5)>PI(18:1_20:4)_feature1	metab-u-lrppos	2.17E-02	-2.47844	-2.45911	0.66805	-0.33597	-2.52376	-0.70715	0.07057	0.49244		
	METAB;PLASMA;PI(38:5)>PI(18:1_20:4)_feature2	PLASMA	PI(38:5)>PI(18:1_20:4)_feature2	NA	metab-u-lrppos	3.00E-03	-3.56604	-2.55093	-0.64434	0.3517	-2.05214	0.05725	1.35594	1.45357		
	METAB;LIVER;PI(38:6)>PI(16:0_22:6)_feature1	LIVER	PI(38:6)>PI(16:0_22:6)_feature1	NA	metab-u-lrpneg	7.95E-03	-2.51334	-2.51429	1.57758	-0.97448	-1.40804	-0.06459	-0.50463	-2.4915		
	METAB;PLASMA;PI(38:6)>PI(16:0_22:6)_feature1	PLASMA	PI(38:6)>PI(16:0_22:6)_feature1	NA	metab-u-lrpneg	2.25E-02	-1.84726	-3.30082	-0.31082	-0.82714	1.03999	0.50593	0.77814	-2.13873		
	METAB;SKM-GN;PI(40:4)>PI(18:0_22:4)_feature1	SKM-GN	PI(40:4)>PI(18:0_22:4)_feature1	NA	metab-u-lrpneg	1.47E-02	-0.69441	-1.52074	-4.36623	-1.98763	-1.02748	-0.50723	-2.59282	0.42899		
	METAB;LIVER;metab-u-lrpneg:PI(40:5)>PI(18:0_22:5)_feature1	LIVER	PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrpneg:PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrpneg	3.66E-03	-2.46229	-2.85269	0.96835	-0.63463	-3.03644	-2.60771	-2.67837	-3.73819		
	METAB;LIVER;metab-u-lrppos:PI(40:5)>PI(18:0_22:5)_feature1	LIVER	PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrppos:PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrppos	1.55E-02	-2.83174	-2.64112	0.99674	-0.59053	-2.58359	-2.51992	-1.50573	-1.7856		
	METAB;PLASMA;metab-u-lrpneg:PI(40:5)>PI(18:0_22:5)_feature1	PLASMA	PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrpneg:PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrpneg	4.06E-02	-0.3088	-1.16958	-0.0688	0.20975	-0.75693	-1.03395	-1.19698	-4.42399		
	METAB;PLASMA;metab-u-lrppos:PI(40:5)>PI(18:0_22:5)_feature1	PLASMA	PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrppos:PI(40:5)>PI(18:0_22:5)_feature1	metab-u-lrppos	2.59E-02	-1.21546	-1.35894	-0.21841	0.20961	-2.55502	-1.65679	-2.12139	-4.81577		
	METAB;LIVER;PI(40:6)>PI(18:0_22:6)_feature1	LIVER	PI(40:6)>PI(18:0_22:6)_feature1	NA	metab-u-lrpneg	1.22E-02	-2.18023	-1.44559	1.24679	0.06179	-1.67839	-1.2473	-1.26669	-3.86963		
	METAB;HEART;metab-u-lrpneg:PI(40:6)>PI(18:0_22:6)_feature2	HEART	PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrpneg:PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrpneg	4.83E-02	1.38623	2.94888	1.05788	0.93727	0.76909	3.34212	1.28992	0.38763		
	METAB;LIVER;metab-u-lrppos:PI(40:6)>PI(18:0_22:6)_feature2	LIVER	PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrppos:PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrppos	2.32E-02	-3.37905	-2.1983	0.91156	-0.28269	-1.78499	-0.7918	-0.92683	-1.96404		
	METAB;PLASMA;metab-u-lrpneg:PI(40:6)>PI(18:0_22:6)_feature2	PLASMA	PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrpneg:PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrpneg	1.65E-03	-0.76341	0.28163	-0.38737	0.91143	0.61889	-0.51265	-1.36636	-5.33262		
	METAB;PLASMA;metab-u-lrppos:PI(40:6)>PI(18:0_22:6)_feature2	PLASMA	PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrppos:PI(40:6)>PI(18:0_22:6)_feature2	metab-u-lrppos	4.14E-02	-0.66323	0.58591	0.56222	0.46345	-0.03722	0.15417	-2.26172	-3.42274		
	METAB;WAT-SC;PRPP	WAT-SC	PRPP	NA	metab-t-nuc	1.31E-02	-1.037	0.29906	-2.01494	-0.95617	-2.37286	0.49225	-2.63769	1.2601		
	METAB;HIPPOC;metab-u-lrpneg:PS(36:1)>PS(18:0_18:1)_feature1	HIPPOC	PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg:PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg	3.48E-02	-1.1473	-2.72458	1.79062	0.98356	-0.07582	0.67712	0.31619	1.44272		
	METAB;LUNG;metab-u-lrpneg:PS(36:1)>PS(18:0_18:1)_feature1	LUNG	PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg:PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg	7.93E-03	-0.59681	-0.21467	-3.41342	-1.09412	-2.70474	-3.62536	-2.5152	-3.67583		
	METAB;SKM-GN;metab-u-lrpneg:PS(36:1)>PS(18:0_18:1)_feature1	SKM-GN	PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg:PS(36:1)>PS(18:0_18:1)_feature1	metab-u-lrpneg	9.72E-03	1.06026	0.18339	-0.63368	-1.43242	-0.87443	-0.32065	-4.76253	-1.1093		
	METAB;HEART;PS(36:2)>PS(18:0_18:2)_feature4	HEART	PS(36:2)>PS(18:0_18:2)_feature4	NA	metab-u-lrpneg	1.58E-02	0.03634	-0.18298	0.15727	1.68273	-1.92837	-0.24125	0.60707	3.13551		
	METAB;SKM-GN;PS(36:2)>PS(18:0_18:2)_feature4	SKM-GN	PS(36:2)>PS(18:0_18:2)_feature4	NA	metab-u-lrpneg	3.30E-03	-0.34708	-1.40128	-2.29569	-0.44948	-1.49213	-1.51502	-5.32553	-0.3524		
	METAB;HEART;metab-u-lrppos:PS(36:2)>PS(18:1_18:1)_feature3	HEART	PS(36:2)>PS(18:1_18:1)_feature3	metab-u-lrppos:PS(36:2)>PS(18:1_18:1)_feature3	metab-u-lrppos	1.47E-02	-0.25009	-0.1461	0.09787	0.46185	-1.57828	-0.92408	0.69849	3.63004		
	METAB;PLASMA;PS(36:2)_feature4	PLASMA	PS(36:2)_feature4	NA	metab-u-lrppos	5.52E-03	-0.68537	0.30565	-0.76638	-0.46346	-4.73148	-0.84627	0.05482	0.53511		
	METAB;SKM-GN;PS(36:2)_feature4	SKM-GN	PS(36:2)_feature4	NA	metab-u-lrppos	1.19E-02	-0.13225	0.20084	-2.35245	0.01274	-1.07137	-0.70097	-3.25674	1.34018		
	METAB;HIPPOC;PS(38:2)>PS(20:1_18:1)_feature1	HIPPOC	PS(38:2)>PS(20:1_18:1)_feature1	NA	metab-u-lrpneg	3.51E-02	-2.42626	-2.40912	0.64757	-0.12756	-2.48093	-2.79492	-2.75571	-1.39477		
	METAB;KIDNEY;PS(38:3)>PS(18:0_20:3)_feature3	KIDNEY	PS(38:3)>PS(18:0_20:3)_feature3	NA	metab-u-lrpneg	6.91E-03	-1.1295	-1.81116	0.36504	1.25794	-1.80423	-2.19329	-1.35858	2.13677		
	METAB;HEART;PS(38:3)_feature2	HEART	PS(38:3)_feature2	NA	metab-u-lrppos	2.45E-03	-1.35736	-1.85239	-0.0869	-0.06749	1.39696	3.7217	3.95663	5.41487		
	METAB;LIVER;PS(38:3)_feature3	LIVER	PS(38:3)_feature3	NA	metab-u-lrppos	3.84E-03	-1.03236	-2.63962	1.41468	1.12328	-0.62805	-0.39951	2.05191	2.39257		
	METAB;SKM-GN;PS(38:3)_feature3	SKM-GN	PS(38:3)_feature3	NA	metab-u-lrppos	2.06E-02	-0.56446	0.48277	-1.27665	-0.21779	0.29971	0.99019	-2.3203	2.89799		
	METAB;LUNG;metab-u-lrpneg:PS(38:4)>PS(18:0_20:4)_feature2	LUNG	PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrpneg:PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrpneg	1.40E-02	0.54006	2.12223	-1.13534	-0.8948	-2.97401	-3.11347	-2.26748	-3.52025		
	METAB;PLASMA;metab-u-lrpneg:PS(38:4)>PS(18:0_20:4)_feature2	PLASMA	PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrpneg:PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrpneg	4.46E-03	-1.10369	-0.03309	-1.33073	-0.86283	-4.99415	-1.17165	-0.08917	-0.09106		
	METAB;PLASMA;metab-u-lrppos:PS(38:4)>PS(18:0_20:4)_feature2	PLASMA	PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrppos:PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrppos	1.59E-02	-0.75036	0.2824	-0.92218	-0.71427	-4.47348	-0.83783	-0.08347	0.0894		
	METAB;SKM-GN;metab-u-lrpneg:PS(38:4)>PS(18:0_20:4)_feature2	SKM-GN	PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrpneg:PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrpneg	4.36E-04	0.52999	0.39909	-1.33392	-1.31673	-0.96267	-0.57692	-6.35798	-0.81766		
	METAB;SKM-GN;metab-u-lrppos:PS(38:4)>PS(18:0_20:4)_feature2	SKM-GN	PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrppos:PS(38:4)>PS(18:0_20:4)_feature2	metab-u-lrppos	8.53E-03	0.54971	0.63122	-1.02658	-0.42257	0.54523	0.75061	-4.20989	0.20093		
	METAB;LIVER;PS(38:4)>PS(18:0_20:4)_feature4	LIVER	PS(38:4)>PS(18:0_20:4)_feature4	NA	metab-u-lrpneg	4.12E-05	3.01481	2.99923	-0.83249	-3.3535	-0.6793	0.03565	-2.09819	-2.73285		
	METAB;SKM-GN;PS(38:6)>PS(16:0_22:6)_feature1	SKM-GN	PS(38:6)>PS(16:0_22:6)_feature1	NA	metab-u-lrpneg	1.75E-04	-0.71182	-3.50406	-5.76224	-1.99246	-1.36256	-0.99828	-4.12195	-2.12112		
	METAB;HEART;PS(40:4)>PS(18:0_22:4)_feature1	HEART	PS(40:4)>PS(18:0_22:4)_feature1	NA	metab-u-lrpneg	6.82E-04	1.31654	3.22267	-0.86741	-0.7596	-0.70157	0.73989	-3.74067	-0.72392		
	METAB;LUNG;PS(40:4)>PS(18:0_22:4)_feature1	LUNG	PS(40:4)>PS(18:0_22:4)_feature1	NA	metab-u-lrpneg	2.21E-02	1.47454	3.3915	-0.5937	0.24182	-1.9785	-2.00687	-2.65649	-1.79451		
	METAB;SKM-GN;PS(40:4)>PS(18:0_22:4)_feature1	SKM-GN	PS(40:4)>PS(18:0_22:4)_feature1	NA	metab-u-lrpneg	3.48E-05	1.77813	1.63128	-1.93287	-0.54723	-0.25446	0.37255	-6.02197	0.02446		
	METAB;HEART;PS(40:4)_feature1	HEART	PS(40:4)_feature1	NA	metab-u-lrppos	3.67E-02	0.87524	1.74421	0.08248	0.50699	-1.76891	-0.3632	-2.76994	1.52212		
	METAB;SKM-GN;PS(40:4)_feature1	SKM-GN	PS(40:4)_feature1	NA	metab-u-lrppos	3.55E-03	0.48432	1.7841	-0.87115	0.13066	-0.13051	0.28911	-3.69717	1.92638		
	METAB;KIDNEY;PS(40:5)>PS(18:0_22:5)_feature2	KIDNEY	PS(40:5)>PS(18:0_22:5)_feature2	NA	metab-u-lrpneg	2.51E-02	-1.84038	-2.03655	0.75844	-0.33164	-0.68077	-2.19434	0.18662	-2.9514		
	METAB;LUNG;PS(40:5)>PS(18:0_22:5)_feature2	LUNG	PS(40:5)>PS(18:0_22:5)_feature2	NA	metab-u-lrpneg	2.43E-05	-1.87251	-2.43033	-0.26654	-0.26909	-4.73736	-5.71998	0.48337	-5.21967		
	METAB;SKM-GN;PS(40:5)>PS(18:0_22:5)_feature2	SKM-GN	PS(40:5)>PS(18:0_22:5)_feature2	NA	metab-u-lrpneg	2.01E-02	0.40902	-1.31399	-1.75397	-0.5802	-0.97651	-1.07452	-4.38215	-0.48202		
	METAB;HEART;PS(40:5)>PS(18:0_22:5)_feature5	HEART	PS(40:5)>PS(18:0_22:5)_feature5	NA	metab-u-lrpneg	4.63E-06	3.77364	6.33878	1.55205	1.99001	-0.52659	0.46531	-4.39697	-0.42369		
	METAB;LUNG;PS(40:5)>PS(18:0_22:5)_feature5	LUNG	PS(40:5)>PS(18:0_22:5)_feature5	NA	metab-u-lrpneg	4.16E-03	3.27166	5.16187	0.65223	1.20252	-0.82943	-0.12463	-1.47971	-1.67958		
	METAB;SKM-GN;PS(40:5)>PS(18:0_22:5)_feature5	SKM-GN	PS(40:5)>PS(18:0_22:5)_feature5	NA	metab-u-lrpneg	1.62E-07	4.16305	4.3469	-1.68077	-0.473	0.11	0.46084	-5.45741	0.7369		
	METAB;BAT;PS(40:5)_feature2	BAT	PS(40:5)_feature2	NA	metab-u-lrppos	2.33E-02	0.05511	-2.17814	0.94627	0.02094	1.78825	0.36079	0.64257	-2.61628		
	METAB;LUNG;PS(40:5)_feature2	LUNG	PS(40:5)_feature2	NA	metab-u-lrppos	4.40E-02	0.18153	-1.26956	-0.32013	1.6081	-2.95069	-1.56982	0.55507	-1.67282		
	METAB;BAT;metab-u-lrppos:PS(40:5)_feature3	BAT	PS(40:5)_feature3	metab-u-lrppos:PS(40:5)_feature3	metab-u-lrppos	1.40E-02	2.25988	3.68637	1.24262	0.70922	1.73212	2.11817	-0.90334	-1.53432		
	METAB;HEART;metab-u-lrppos:PS(40:5)_feature3	HEART	PS(40:5)_feature3	metab-u-lrppos:PS(40:5)_feature3	metab-u-lrppos	6.57E-03	-1.75543	-3.42059	-0.43907	-0.4398	-2.86166	-2.76312	-1.24143	0.49217		
	METAB;LIVER;metab-u-lrpneg:PS(40:5)_feature3	LIVER	PS(40:5)_feature3	metab-u-lrpneg:PS(40:5)_feature3	metab-u-lrpneg	7.32E-03	-1.2655	-2.29633	1.37426	-0.16812	-3.89754	-2.31644	-2.03248	-0.90198		
	METAB;LIVER;metab-u-lrppos:PS(40:5)_feature3	LIVER	PS(40:5)_feature3	metab-u-lrppos:PS(40:5)_feature3	metab-u-lrppos	3.43E-05	-2.80969	-3.70424	1.55172	0.2768	-4.11627	-2.29656	-1.06651	0.77821		
	METAB;SKM-GN;metab-u-lrppos:PS(40:5)_feature3	SKM-GN	PS(40:5)_feature3	metab-u-lrppos:PS(40:5)_feature3	metab-u-lrppos	1.93E-02	-0.03448	-0.16675	-2.40349	-0.16014	-0.11631	-0.10126	-3.10246	1.18513		
	METAB;HEART;metab-u-lrppos:PS(40:6)>PS(18:0_22:6)_feature1	HEART	PS(40:6)>PS(18:0_22:6)_feature1	metab-u-lrppos:PS(40:6)>PS(18:0_22:6)_feature1	metab-u-lrppos	2.76E-02	-0.56097	0.25695	0.98444	0.40664	-0.18631	1.68912	1.58887	4.28111		
	METAB;LUNG;PS(40:6)>PS(18:0_22:6)_feature2	LUNG	PS(40:6)>PS(18:0_22:6)_feature2	NA	metab-u-lrpneg	1.24E-05	-0.00413	0.24353	0.00484	-2.80295	0.30831	1.38987	-0.30834	-6.19664		
	METAB;SKM-GN;PS(40:6)>PS(18:0_22:6)_feature2	SKM-GN	PS(40:6)>PS(18:0_22:6)_feature2	NA	metab-u-lrpneg	2.69E-03	-3.1851	-2.60437	-2.2418	-4.30905	-0.84547	-0.70177	-2.14209	-4.06456		
	METAB;LIVER;PS(40:6)>PS(18:0_22:6)_feature3	LIVER	PS(40:6)>PS(18:0_22:6)_feature3	NA	metab-u-lrppos	2.82E-02	-0.53354	-2.78163	1.41697	1.20143	-1.69784	-1.21944	-0.96566	-2.1496		
	METAB;LUNG;PS(40:6)>PS(18:0_22:6)_feature3	LUNG	PS(40:6)>PS(18:0_22:6)_feature3	NA	metab-u-lrpneg	2.22E-02	-0.24149	-1.3776	-1.25834	-0.8652	-2.85566	-2.94104	-1.00467	-4.62858		
	METAB;SKM-GN;PS(40:6)>PS(18:0_22:6)_feature3	SKM-GN	PS(40:6)>PS(18:0_22:6)_feature3	NA	metab-u-lrpneg	9.89E-04	0.71496	-0.41359	-2.30711	-1.44595	-0.13508	0.24352	-4.9672	0.22033		
	METAB;WAT-SC;PS(40:6)_feature2	WAT-SC	PS(40:6)_feature2	NA	metab-u-lrppos	9.56E-03	4.3745	3.75195	4.66139	3.48225	0.52302	0.34312	0.84199	-1.42178		
	METAB;SKM-GN;metab-u-lrppos:PS(40:6)_feature3	SKM-GN	PS(40:6)_feature3	metab-u-lrppos:PS(40:6)_feature3	metab-u-lrppos	1.86E-02	0.44158	0.51471	-1.73177	0.41943	-0.35335	0.115	-3.31379	1.34239		
	METAB;LIVER;PS(40:7)_feature1	LIVER	PS(40:7)_feature1	NA	metab-u-lrppos	4.41E-02	-1.40408	-2.87578	0.20763	0.71017	-0.8732	0.41574	0.91037	1.68722		
	METAB;LUNG;PS(40:7)_feature1	LUNG	PS(40:7)_feature1	NA	metab-u-lrppos	7.18E-03	-0.3484	-0.06904	-1.41903	-0.3462	-4.90003	-4.00246	-0.56681	-2.64061		
	METAB;HEART;PS(40:8)>PS(20:4/20:4)_feature2	HEART	PS(40:8)>PS(20:4/20:4)_feature2	NA	metab-u-lrpneg	1.86E-03	-0.08578	-2.565	-1.2576	-0.46296	-1.74677	-4.27077	-2.98334	-5.33656		
	METAB;HEART;PS(O-40:7)>PS(O-18:3/22:4)_feature1	HEART	PS(O-40:7)>PS(O-18:3/22:4)_feature1	NA	metab-u-lrpneg	1.64E-04	0.79374	1.47859	-0.31362	-2.05463	0.35185	0.58313	-3.69286	-4.32622		
	METAB;WAT-SC;PS(O-40:7)>PS(O-18:3/22:4)_feature1	WAT-SC	PS(O-40:7)>PS(O-18:3/22:4)_feature1	NA	metab-u-lrpneg	1.66E-03	1.44786	3.57451	0.97281	1.01747	0.54428	3.51109	0.53597	4.07738		
	METAB;LIVER;PS(O-40:7)>PS(O-20:3/20:4)_feature2	LIVER	PS(O-40:7)>PS(O-20:3/20:4)_feature2	NA	metab-u-lrpneg	4.76E-05	2.12683	4.03707	1.00905	-1.01626	0.14448	0.61227	-4.22182	-2.03598		
	METAB;WAT-SC;PS(O-40:7)>PS(O-20:3/20:4)_feature2	WAT-SC	PS(O-40:7)>PS(O-20:3/20:4)_feature2	NA	metab-u-lrpneg	3.95E-02	2.03743	2.85384	1.83286	0.04543	-1.46446	1.21517	-0.31349	1.35236		
	METAB;BAT;PS(O-42:7)>PS(O-20:3/22:4)_feature1	BAT	PS(O-42:7)>PS(O-20:3/22:4)_feature1	NA	metab-u-lrpneg	1.95E-02	2.44282	3.58888	1.11045	1.62992	-0.46166	-0.4632	-1.3239	2.71227		
	METAB;HEART;PS(O-42:7)>PS(O-20:3/22:4)_feature1	HEART	PS(O-42:7)>PS(O-20:3/22:4)_feature1	NA	metab-u-lrpneg	1.14E-04	2.4651	3.72544	1.02211	0.02158	0.5544	1.01568	-4.14013	-2.16182		
	METAB;KIDNEY;PS(O-42:7)>PS(O-20:3/22:4)_feature1	KIDNEY	PS(O-42:7)>PS(O-20:3/22:4)_feature1	NA	metab-u-lrpneg	1.33E-02	0.88907	1.86497	-0.21853	0.63803	-2.70784	-1.37985	-4.01723	0.37564		
	METAB;LUNG;PS(O-42:7)>PS(O-20:3/22:4)_feature1	LUNG	PS(O-42:7)>PS(O-20:3/22:4)_feature1	NA	metab-u-lrpneg	2.56E-03	1.81557	3.87661	0.55122	-0.77576	1.45356	1.83004	-1.39328	0.14921		
	METAB;SKM-GN;PS(O-42:7)>PS(O-20:3/22:4)_feature1	SKM-GN	PS(O-42:7)>PS(O-20:3/22:4)_feature1	NA	metab-u-lrpneg	7.73E-03	0.94471	2.74526	0.15562	-0.88717	0.67883	1.81659	-1.04058	3.22435		
	METAB;WAT-SC;PS(O-42:7)>PS(O-20:3/22:4)_feature1	WAT-SC	PS(O-42:7)>PS(O-20:3/22:4)_feature1	NA	metab-u-lrpneg	1.43E-03	2.56309	3.7814	1.39014	2.26274	0.40946	1.71005	-0.77711	3.97117		
	METAB;BAT;Palmitoleic acid	BAT	Palmitoleic acid	NA	meta-reg	1.15E-02	-3.03499	-2.66966	-2.3338	-0.90208	0.31877	0.46957	0.3321	-1.02		
	METAB;LUNG;Palmitoleic acid	LUNG	Palmitoleic acid	NA	meta-reg	7.58E-03	-2.24558	-1.81649	-0.54889	0.20826	0.3859	-0.40084	1.35251	1.47274		
	METAB;WAT-SC;Palmitoleic acid	WAT-SC	Palmitoleic acid	NA	meta-reg	1.64E-02	-0.41563	-1.73789	-0.33179	-1.21967	1.36591	-0.73173	0.03324	-3.96397		
	METAB;BAT;Pantothenic acid	BAT	Pantothenic acid	NA	meta-reg	9.57E-06	-4.04907	-1.34816	-3.55012	-2.6785	-3.01418	-1.38731	-2.87633	-5.83811		
	METAB;LUNG;Pantothenic acid	LUNG	Pantothenic acid	NA	meta-reg	3.45E-02	-2.4362	-1.88071	0.17649	1.73172	-0.84474	-0.60749	1.30677	0.48426		
	METAB;SKM-GN;Pantothenic acid	SKM-GN	Pantothenic acid	NA	meta-reg	9.19E-05	1.85483	1.63523	3.35953	4.32674	1.13742	1.08954	1.4059	3.15032		
	METAB;LUNG;Phe-Trp	LUNG	Phe-Trp	NA	metab-u-rppos	4.79E-02	-2.21171	-2.27883	-0.2983	0.69219	-1.61844	-0.69117	1.493	0.19871		
	METAB;HEART;Phenylalanine	HEART	Phenylalanine	NA	meta-reg	2.47E-04	1.15693	1.09041	0.61598	2.05539	-1.56983	-1.15832	-1.5977	3.59667		
	METAB;LIVER;Phenylalanine	LIVER	Phenylalanine	NA	metab-t-amines	4.45E-02	1.32088	0.12453	1.51922	0.14489	0.60431	0.62851	-1.53264	-2.96743		
	METAB;WAT-SC;Phenylalanine	WAT-SC	Phenylalanine	NA	meta-reg	2.23E-05	0.07503	3.82538	1.54392	1.99425	0.97325	0.83716	-0.50412	4.57044		
X	METAB;BAT;Phosphoethanolamine	BAT	Phosphoethanolamine	NA	meta-reg	4.52E-17	-1.494	-1.00369	-1.16756	-0.30869	-2.19189	-2.33066	0.1877	3.38263		
	METAB;HIPPOC;Phosphoethanolamine	HIPPOC	Phosphoethanolamine	NA	metab-t-amines	8.06E-04	3.06416	3.65664	4.15835	1.00279	2.74384	3.03886	0.39667	-0.36684		
X	METAB;KIDNEY;Phosphoethanolamine	KIDNEY	Phosphoethanolamine	NA	metab-t-amines	1.88E-21	-8	-8	-8	-0.01424	-8	-8	1.24519	1.55393		
	METAB;SKM-GN;Phosphoethanolamine	SKM-GN	Phosphoethanolamine	NA	metab-t-amines	3.09E-07	-3.72633	-2.09548	-4.08056	2.21517	-3.13479	-1.62297	1.63653	2.27428		
	METAB;PLASMA;Pipecolic acid	PLASMA	Pipecolic acid	NA	meta-reg	2.67E-05	1.44542	-0.61363	1.96988	-1.30975	0.89797	-0.40777	4.5376	-3.56446		
	METAB;SKM-GN;Pipecolic acid	SKM-GN	Pipecolic acid	NA	meta-reg	5.85E-03	1.06487	-0.18183	0.89199	-0.9646	-0.16826	-0.94159	1.95508	-4.36696		
	METAB;HEART;Proline	HEART	Proline	NA	meta-reg	1.42E-06	-0.7586	-0.66731	-0.61813	1.50649	-2.32355	-1.73656	-2.00845	2.31455		
X	METAB;LUNG;Proline	LUNG	Proline	NA	meta-reg	0.00E+00	-0.24641	-1.3284	0.34331	1.00072	-0.35753	-0.86032	-0.76218	0.53918		
	METAB;WAT-SC;Proline	WAT-SC	Proline	NA	meta-reg	4.78E-02	-0.37997	2.19742	1.02567	2.59082	1.77028	1.22425	-0.16427	1.25041		
	METAB;LIVER;S-AMP	LIVER	S-AMP	NA	metab-t-nuc	1.34E-02	0.02978	0.71694	-3.29719	-2.52788	-2.14805	-0.58333	-1.18761	-0.00116		
	METAB;WAT-SC;S-AMP	WAT-SC	S-AMP	NA	metab-t-nuc	1.27E-02	2.52544	5.0595	1.68874	2.76707	-1.49205	0.2717	-0.74475	0.48176		
	METAB;HIPPOC;S-Allylcysteine	HIPPOC	S-Allylcysteine	NA	meta-reg	1.62E-10	-5.00923	-5.74816	-2.00013	-1.35085	-1.40352	-2.60912	-0.43665	1.10821		
	METAB;KIDNEY;S-Allylcysteine	KIDNEY	S-Allylcysteine	NA	meta-reg	3.10E-09	-2.69244	-5.97662	-1.58021	-0.04055	-1.8523	-3.71199	0.51975	1.9481		
	METAB;LIVER;S-Allylcysteine	LIVER	S-Allylcysteine	NA	meta-reg	1.10E-07	-2.64475	-6.61597	-0.04125	0.08769	-1.18132	0.56412	0.78411	2.19985		
	METAB;PLASMA;S-Allylcysteine	PLASMA	S-Allylcysteine	NA	meta-reg	4.61E-07	0.80553	0.84617	0.75778	0.66685	4.63978	3.35216	3.54922	-2.95679		
	METAB;WAT-SC;S-Allylcysteine	WAT-SC	S-Allylcysteine	NA	meta-reg	5.08E-03	0.02485	1.44352	1.76392	2.61738	-2.74701	-1.40748	-2.06202	1.02674		
	METAB;HIPPOC;S-adenosylhomocysteine	HIPPOC	S-adenosylhomocysteine	NA	metab-u-hilicpos	2.59E-02	-1.98172	-1.46567	0.06427	-0.11032	-1.96897	-3.88323	-3.34548	-0.98546		
	METAB;TESTES;S-adenosylhomocysteine	TESTES	S-adenosylhomocysteine	NA	metab-u-hilicpos	4.32E-04	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;WAT-SC;S-adenosylhomocysteine	WAT-SC	S-adenosylhomocysteine	NA	metab-t-nuc	4.65E-02	1.27682	3.02785	1.4277	0.12811	-0.94792	1.00665	0.59843	2.187		
	METAB;HEART;S-adenosylmethionine	HEART	S-adenosylmethionine	NA	metab-u-hilicpos	3.56E-02	0.9043	1.81664	-0.43117	0.51905	-0.81061	1.70421	-1.80838	1.90332		
	METAB;LUNG;S-allylcysteine	LUNG	S-allylcysteine	NA	metab-u-rpneg	2.70E-08	-2.73349	-5.33373	-2.39897	0.98792	-4.56169	-7.32842	-1.97484	-0.43791		
	METAB;ADRNL;S-methyl-L-cysteine-S-oxide	ADRNL	S-methyl-L-cysteine-S-oxide	NA	metab-u-hilicpos	2.74E-02	-0.37094	-0.45975	-2.58646	-3.26529	0.07495	-1.25547	-2.45024	-0.09231		
	METAB;BAT;S-methyl-L-cysteine-S-oxide	BAT	S-methyl-L-cysteine-S-oxide	NA	metab-u-hilicpos	6.31E-03	-2.61443	-2.2725	-2.26894	-1.64254	1.40136	1.64174	0.21495	-3.32154		
	METAB;LIVER;S-methyl-L-cysteine-S-oxide	LIVER	S-methyl-L-cysteine-S-oxide	NA	metab-u-hilicpos	4.91E-06	-1.12259	-2.36746	-0.02131	0.12791	-6.12442	-6.52074	-1.84831	1.03507		
